title,url,word_count,problem_category,notes
شركة تركيب وصيانة أنظمة تنقية الهواء في الخور,https://www.rukn-eltatawer.com/qa/air-purification-al-khor/,229,"critical_thin,template_boilerplate,local_doorway_variant,city_variant_similar,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (229 كلمة) ؛ نفس الهيكل العناوين في 868 صفحة (hash a6b89d30b159) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `air-purification` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة صيانة مكيفات سبليت في الدوحة,https://www.rukn-eltatawer.com/qa/split-ac-maintenance-doha/,243,"critical_thin,template_boilerplate,local_doorway_variant,near_duplicate,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (243 كلمة) ؛ نفس الهيكل العناوين في 905 صفحة (hash cb24e6f8b3f9) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ تشابه SimHash مسافة 1 مع https://www.rukn-eltatawer.com/qa/solar-ac-installation-doha/ ؛ نفس جذع الخدمة `split-ac-maintenance` على 10 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة صيانة تكييف مركزي في الدوحة,https://www.rukn-eltatawer.com/qa/central-ac-maintenance-doha/,248,"critical_thin,template_boilerplate,local_doorway_variant,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (248 كلمة) ؛ نفس الهيكل العناوين في 905 صفحة (hash cb24e6f8b3f9) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `central-ac-maintenance` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة صيانة سباكة في الدوحة,https://www.rukn-eltatawer.com/qa/plumbing-maintenance-doha/,243,"critical_thin,template_boilerplate,local_doorway_variant,near_duplicate,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (243 كلمة) ؛ نفس الهيكل العناوين في 905 صفحة (hash cb24e6f8b3f9) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ تشابه SimHash مسافة 1 مع https://www.rukn-eltatawer.com/qa/home-plumber-elec-doha/ ؛ نفس جذع الخدمة `plumbing-maintenance` على 10 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة تنظيف المداخن والشفاطات في الدوحة,https://www.rukn-eltatawer.com/qa/chimney-cleaning-doha/,225,"critical_thin,template_boilerplate,local_doorway_variant,city_variant_similar,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (225 كلمة) ؛ نفس الهيكل العناوين في 868 صفحة (hash a6b89d30b159) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `chimney-cleaning` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة تنظيف وصيانة دكتات المكيفات في الدوحة,https://www.rukn-eltatawer.com/qa/duct-cleaning-doha/,235,"critical_thin,template_boilerplate,local_doorway_variant,city_variant_similar,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (235 كلمة) ؛ نفس الهيكل العناوين في 868 صفحة (hash a6b89d30b159) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `duct-cleaning` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة تنظيف وتعقيم شامل في الدوحة,https://www.rukn-eltatawer.com/qa/deep-cleaning-doha/,234,"critical_thin,template_boilerplate,local_doorway_variant,city_variant_similar,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (234 كلمة) ؛ نفس الهيكل العناوين في 868 صفحة (hash a6b89d30b159) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `deep-cleaning` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة تنظيف كراجات ومواقف سيارات في الدوحة,https://www.rukn-eltatawer.com/qa/garage-cleaning-doha/,236,"critical_thin,template_boilerplate,local_doorway_variant,city_variant_similar,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (236 كلمة) ؛ نفس الهيكل العناوين في 905 صفحة (hash cb24e6f8b3f9) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `garage-cleaning` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة تنظيف واجهات حجرية في الدوحة,https://www.rukn-eltatawer.com/qa/stone-facade-cleaning-doha/,239,"critical_thin,template_boilerplate,local_doorway_variant,city_variant_similar,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (239 كلمة) ؛ نفس الهيكل العناوين في 868 صفحة (hash a6b89d30b159) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `stone-facade-cleaning` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة تنظيف واجهات زجاجية في الدوحة,https://www.rukn-eltatawer.com/qa/glass-facade-cleaning-doha/,249,"critical_thin,template_boilerplate,local_doorway_variant,city_variant_similar,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (249 كلمة) ؛ نفس الهيكل العناوين في 905 صفحة (hash cb24e6f8b3f9) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `glass-facade-cleaning` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة تنظيف أرضيات رخام وجلي رخام في الدوحة,https://www.rukn-eltatawer.com/qa/marble-polishing-doha/,246,"critical_thin,template_boilerplate,local_doorway_variant,city_variant_similar,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (246 كلمة) ؛ نفس الهيكل العناوين في 905 صفحة (hash cb24e6f8b3f9) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `marble-polishing` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة تنظيف مراتب في الدوحة,https://www.rukn-eltatawer.com/qa/mattress-cleaning-doha/,243,"critical_thin,template_boilerplate,local_doorway_variant,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (243 كلمة) ؛ نفس الهيكل العناوين في 905 صفحة (hash cb24e6f8b3f9) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `mattress-cleaning` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة تنظيف ستائر في الدوحة,https://www.rukn-eltatawer.com/qa/curtain-cleaning-doha/,234,"critical_thin,template_boilerplate,local_doorway_variant,city_variant_similar,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (234 كلمة) ؛ نفس الهيكل العناوين في 905 صفحة (hash cb24e6f8b3f9) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `curtain-cleaning` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة تنظيف كنب في الدوحة,https://www.rukn-eltatawer.com/qa/sofa-cleaning-doha/,233,"critical_thin,template_boilerplate,local_doorway_variant,city_variant_similar,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (233 كلمة) ؛ نفس الهيكل العناوين في 868 صفحة (hash a6b89d30b159) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `sofa-cleaning` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة تركيب وحدات تكييف نافذة في الدوحة,https://www.rukn-eltatawer.com/qa/window-ac-installation-doha/,235,"critical_thin,template_boilerplate,local_doorway_variant,city_variant_similar,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (235 كلمة) ؛ نفس الهيكل العناوين في 905 صفحة (hash cb24e6f8b3f9) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `window-ac-installation` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة تركيب مكيفات سبليت في الدوحة,https://www.rukn-eltatawer.com/qa/split-ac-installation-doha/,224,"critical_thin,template_boilerplate,local_doorway_variant,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (224 كلمة) ؛ نفس الهيكل العناوين في 868 صفحة (hash a6b89d30b159) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `split-ac-installation` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة كشف وإصلاح أعطال السباكة في الدوحة,https://www.rukn-eltatawer.com/qa/plumbing-fault-repair-doha/,230,"critical_thin,template_boilerplate,local_doorway_variant,city_variant_similar,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (230 كلمة) ؛ نفس الهيكل العناوين في 868 صفحة (hash a6b89d30b159) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `plumbing-fault-repair` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة تأسيس كهرباء وسباكة لمبنى جديد في الدوحة,https://www.rukn-eltatawer.com/qa/new-building-electrical-plumbing-doha/,246,"critical_thin,template_boilerplate,local_doorway_variant,city_variant_similar,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (246 كلمة) ؛ نفس الهيكل العناوين في 905 صفحة (hash cb24e6f8b3f9) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `new-building-electrical-plumbing` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة صيانة مواسير صرف صحي في الدوحة,https://www.rukn-eltatawer.com/qa/drainage-pipe-maintenance-doha/,235,"critical_thin,template_boilerplate,local_doorway_variant,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (235 كلمة) ؛ نفس الهيكل العناوين في 868 صفحة (hash a6b89d30b159) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `drainage-pipe-maintenance` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة سباك منازل في الدوحة,https://www.rukn-eltatawer.com/qa/home-plumber-elec-doha/,243,"critical_thin,template_boilerplate,local_doorway_variant,city_variant_similar,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (243 كلمة) ؛ نفس الهيكل العناوين في 905 صفحة (hash cb24e6f8b3f9) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `home-plumber-elec` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
فني تركيب وصيانة تكييف في الدوحة,https://www.rukn-eltatawer.com/qa/ac-tech-doha/,233,"critical_thin,template_boilerplate,local_doorway_variant,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (233 كلمة) ؛ نفس الهيكل العناوين في 868 صفحة (hash a6b89d30b159) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `ac-tech` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
سباك منازل في الدوحة,https://www.rukn-eltatawer.com/qa/home-plumber-doha/,232,"critical_thin,template_boilerplate,local_doorway_variant,near_duplicate,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (232 كلمة) ؛ نفس الهيكل العناوين في 868 صفحة (hash a6b89d30b159) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ تشابه SimHash مسافة 0 مع https://www.rukn-eltatawer.com/qa/new-building-electrical-plumbing-doha/ ؛ نفس جذع الخدمة `home-plumber` على 10 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة مكافحة الصراصير في الدوحة,https://www.rukn-eltatawer.com/qa/cockroach-control-doha/,241,"critical_thin,template_boilerplate,local_doorway_variant,near_duplicate,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (241 كلمة) ؛ نفس الهيكل العناوين في 868 صفحة (hash a6b89d30b159) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ تشابه SimHash مسافة 1 مع https://www.rukn-eltatawer.com/qa/flying-pest-control-doha/ ؛ نفس جذع الخدمة `cockroach-control` على 10 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة مكافحة النمل الأبيض (الرمة) في الدوحة,https://www.rukn-eltatawer.com/qa/termite-control-doha/,238,"critical_thin,template_boilerplate,local_doorway_variant,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (238 كلمة) ؛ نفس الهيكل العناوين في 868 صفحة (hash a6b89d30b159) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `termite-control` على 10 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة مكافحة الحشرات الطائرة في الدوحة,https://www.rukn-eltatawer.com/qa/flying-pest-control-doha/,242,"critical_thin,template_boilerplate,local_doorway_variant,city_variant_similar,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (242 كلمة) ؛ نفس الهيكل العناوين في 868 صفحة (hash a6b89d30b159) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `flying-pest-control` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة مكافحة الحشرات الزاحفة في الدوحة,https://www.rukn-eltatawer.com/qa/crawling-pest-control-doha/,252,"critical_thin,template_boilerplate,local_doorway_variant,city_variant_similar,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (252 كلمة) ؛ نفس الهيكل العناوين في 905 صفحة (hash cb24e6f8b3f9) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `crawling-pest-control` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة تركيب أجهزة تكييف طاقة شمسية في الدوحة,https://www.rukn-eltatawer.com/qa/solar-ac-installation-doha/,245,"critical_thin,template_boilerplate,local_doorway_variant,city_variant_similar,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (245 كلمة) ؛ نفس الهيكل العناوين في 905 صفحة (hash cb24e6f8b3f9) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `solar-ac-installation` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة تنظيف وتزيين الحدائق في الدوحة,https://www.rukn-eltatawer.com/qa/garden-cleaning-doha/,234,"critical_thin,template_boilerplate,local_doorway_variant,city_variant_similar,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (234 كلمة) ؛ نفس الهيكل العناوين في 868 صفحة (hash a6b89d30b159) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `garden-cleaning` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة تسليك مجاري في الدوحة,https://www.rukn-eltatawer.com/qa/drain-unclogging-doha/,243,"critical_thin,template_boilerplate,local_doorway_variant,city_variant_similar,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (243 كلمة) ؛ نفس الهيكل العناوين في 905 صفحة (hash cb24e6f8b3f9) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `drain-unclogging` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة صيانة مبردات مياه في الدوحة,https://www.rukn-eltatawer.com/qa/water-cooler-maintenance-doha/,245,"critical_thin,template_boilerplate,local_doorway_variant,city_variant_similar,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (245 كلمة) ؛ نفس الهيكل العناوين في 905 صفحة (hash cb24e6f8b3f9) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `water-cooler-maintenance` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة صيانة سخانات في الدوحة,https://www.rukn-eltatawer.com/qa/water-heater-maintenance-doha/,238,"critical_thin,template_boilerplate,local_doorway_variant,city_variant_similar,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (238 كلمة) ؛ نفس الهيكل العناوين في 905 صفحة (hash cb24e6f8b3f9) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `water-heater-maintenance` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة صيانة ميكروويف في الدوحة,https://www.rukn-eltatawer.com/qa/microwave-maintenance-doha/,238,"critical_thin,template_boilerplate,local_doorway_variant,city_variant_similar,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (238 كلمة) ؛ نفس الهيكل العناوين في 868 صفحة (hash a6b89d30b159) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `microwave-maintenance` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة صيانة نشافات في الدوحة,https://www.rukn-eltatawer.com/qa/dryer-maintenance-doha/,238,"critical_thin,template_boilerplate,local_doorway_variant,city_variant_similar,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (238 كلمة) ؛ نفس الهيكل العناوين في 868 صفحة (hash a6b89d30b159) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `dryer-maintenance` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة صيانة غسالات في الدوحة,https://www.rukn-eltatawer.com/qa/washer-maintenance-doha/,234,"critical_thin,template_boilerplate,local_doorway_variant,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (234 كلمة) ؛ نفس الهيكل العناوين في 905 صفحة (hash cb24e6f8b3f9) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `washer-maintenance` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة صيانة ثلاجات في الدوحة,https://www.rukn-eltatawer.com/qa/fridge-maintenance-doha/,248,"critical_thin,template_boilerplate,local_doorway_variant,city_variant_similar,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (248 كلمة) ؛ نفس الهيكل العناوين في 905 صفحة (hash cb24e6f8b3f9) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `fridge-maintenance` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة صيانة الأجهزة الكهربائية في الدوحة,https://www.rukn-eltatawer.com/qa/appliance-maintenance-doha/,245,"critical_thin,template_boilerplate,local_doorway_variant,city_variant_similar,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (245 كلمة) ؛ نفس الهيكل العناوين في 905 صفحة (hash cb24e6f8b3f9) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `appliance-maintenance` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة صيانة بوتاجازات في الدوحة,https://www.rukn-eltatawer.com/qa/stove-maintenance-doha/,238,"critical_thin,template_boilerplate,local_doorway_variant,city_variant_similar,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (238 كلمة) ؛ نفس الهيكل العناوين في 868 صفحة (hash a6b89d30b159) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `stove-maintenance` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة صيانة أفران في الدوحة,https://www.rukn-eltatawer.com/qa/oven-maintenance-doha/,234,"critical_thin,template_boilerplate,local_doorway_variant,city_variant_similar,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (234 كلمة) ؛ نفس الهيكل العناوين في 905 صفحة (hash cb24e6f8b3f9) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `oven-maintenance` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة صيانة أبواب أوتوماتيكية في الدوحة,https://www.rukn-eltatawer.com/qa/automatic-doors-maintenance-doha/,250,"critical_thin,template_boilerplate,local_doorway_variant,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (250 كلمة) ؛ نفس الهيكل العناوين في 905 صفحة (hash cb24e6f8b3f9) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `automatic-doors-maintenance` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة صيانة كاميرات مراقبة في الدوحة,https://www.rukn-eltatawer.com/qa/cctv-maintenance-doha/,231,"critical_thin,template_boilerplate,local_doorway_variant,city_variant_similar,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (231 كلمة) ؛ نفس الهيكل العناوين في 868 صفحة (hash a6b89d30b159) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `cctv-maintenance` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة صيانة مصاعد في الدوحة,https://www.rukn-eltatawer.com/qa/elevator-maintenance-doha/,248,"critical_thin,template_boilerplate,local_doorway_variant,city_variant_similar,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (248 كلمة) ؛ نفس الهيكل العناوين في 905 صفحة (hash cb24e6f8b3f9) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `elevator-maintenance` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة صيانة مسابح في الدوحة,https://www.rukn-eltatawer.com/qa/pool-maintenance-doha/,234,"critical_thin,template_boilerplate,local_doorway_variant,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (234 كلمة) ؛ نفس الهيكل العناوين في 905 صفحة (hash cb24e6f8b3f9) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `pool-maintenance` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة صيانة مباني في الدوحة,https://www.rukn-eltatawer.com/qa/building-maintenance-doha/,248,"critical_thin,template_boilerplate,local_doorway_variant,city_variant_similar,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (248 كلمة) ؛ نفس الهيكل العناوين في 905 صفحة (hash cb24e6f8b3f9) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `building-maintenance` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة صيانة عامة في الدوحة,https://www.rukn-eltatawer.com/qa/general-maintenance-doha/,238,"critical_thin,template_boilerplate,local_doorway_variant,city_variant_similar,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (238 كلمة) ؛ نفس الهيكل العناوين في 868 صفحة (hash a6b89d30b159) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `general-maintenance` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة تنظيف موكيت في الدوحة,https://www.rukn-eltatawer.com/qa/moquette-cleaning-doha/,233,"critical_thin,template_boilerplate,local_doorway_variant,city_variant_similar,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (233 كلمة) ؛ نفس الهيكل العناوين في 868 صفحة (hash a6b89d30b159) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `moquette-cleaning` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة تنظيف سجاد في الدوحة,https://www.rukn-eltatawer.com/qa/carpet-cleaning-doha/,233,"critical_thin,template_boilerplate,local_doorway_variant,city_variant_similar,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (233 كلمة) ؛ نفس الهيكل العناوين في 868 صفحة (hash a6b89d30b159) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `carpet-cleaning` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة تنظيف خزانات ديزل في الدوحة,https://www.rukn-eltatawer.com/qa/diesel-tank-cleaning-doha/,225,"critical_thin,template_boilerplate,local_doorway_variant,city_variant_similar,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (225 كلمة) ؛ نفس الهيكل العناوين في 868 صفحة (hash a6b89d30b159) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `diesel-tank-cleaning` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة تنظيف خزانات مياه في الدوحة,https://www.rukn-eltatawer.com/qa/water-tank-cleaning-doha/,249,"critical_thin,template_boilerplate,local_doorway_variant,near_duplicate,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (249 كلمة) ؛ نفس الهيكل العناوين في 905 صفحة (hash cb24e6f8b3f9) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ تشابه SimHash مسافة 1 مع https://www.rukn-eltatawer.com/qa/glass-facade-cleaning-doha/ ؛ نفس جذع الخدمة `water-tank-cleaning` على 10 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة تنظيف حمامات في الدوحة,https://www.rukn-eltatawer.com/qa/bathroom-cleaning-doha/,234,"critical_thin,template_boilerplate,local_doorway_variant,city_variant_similar,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (234 كلمة) ؛ نفس الهيكل العناوين في 905 صفحة (hash cb24e6f8b3f9) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `bathroom-cleaning` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
