id,type,title,url,slug,word_count,severity,issues,notes,city,service_stem,kind_title,kind_body,is_city_grid,h1_in_body,h2,h3,heading_skeleton_hash,template_cluster_size,cannibal_group_size,unique_token_ratio,similar_to,similar_hamming,images,images_no_alt,internal_links_in_body,placeholders,rank_seo_score,rank_orphan,rank_incoming_links,rank_internal_links,live_http,live_h1_count,live_h1,meta_description_len,canonical,noindex
12754,post,شركة تركيب وصيانة سخانات مركزية في الشمال,https://www.rukn-eltatawer.com/qa/central-heater-installation-maintenance-al-shamal/,central-heater-installation-maintenance-al-shamal,209,حرجة,critical_thin|template_boilerplate|local_doorway_variant|city_variant_similar|keyword_cannibalization|no_h1_in_body,محتوى هزيل جداً (209 كلمة) ؛ نفس الهيكل العناوين في 868 صفحة (hash a6b89d30b159) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `central-heater-installation-maintenance` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب),al-shamal,central-heater-installation-maintenance,general,leak,1,0,7,0,a6b89d30b159,868,9,0.589,https://www.rukn-eltatawer.com/qa/solar-water-heaters-al-shamal/ ; https://www.rukn-eltatawer.com/qa/home-plumber-elec-al-shamal/ ; https://www.rukn-eltatawer.com/qa/drainage-pipe-maintenance-al-shamal/,2,0,0,1,,0,True,0,0,,,,,,0
10945,post,شركة صيانة كهرباء في الشمال,https://www.rukn-eltatawer.com/qa/electrical-maintenance-al-shamal/,electrical-maintenance-al-shamal,209,حرجة,critical_thin|template_boilerplate|local_doorway_variant|keyword_cannibalization|no_h1_in_body,محتوى هزيل جداً (209 كلمة) ؛ نفس الهيكل العناوين في 868 صفحة (hash a6b89d30b159) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `electrical-maintenance` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب),al-shamal,electrical-maintenance,electric,electric,1,0,7,0,a6b89d30b159,868,9,0.58,https://www.rukn-eltatawer.com/qa/sat-dish-tech-al-rayyan/,6,0,0,1,,0,True,0,1,,,,,,0
12106,post,شركة تركيب برجولات في الشمال,https://www.rukn-eltatawer.com/qa/pergola-installation-al-shamal/,pergola-installation-al-shamal,209,حرجة,critical_thin|template_boilerplate|local_doorway_variant|city_variant_similar|keyword_cannibalization|no_h1_in_body,محتوى هزيل جداً (209 كلمة) ؛ نفس الهيكل العناوين في 905 صفحة (hash cb24e6f8b3f9) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `pergola-installation` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب),al-shamal,pergola-installation,general,garden,1,0,7,0,cb24e6f8b3f9,905,9,0.577,https://www.rukn-eltatawer.com/qa/natural-grass-cutting-al-shamal/ ; https://www.rukn-eltatawer.com/qa/stone-pathway-al-shamal/ ; https://www.rukn-eltatawer.com/qa/home-electrician-elec-al-shamal/,0,0,0,1,,0,True,0,0,,,,,,0
12210,post,شركة تركيب سخانات طاقة شمسية في الشمال,https://www.rukn-eltatawer.com/qa/solar-water-heaters-al-shamal/,solar-water-heaters-al-shamal,209,حرجة,critical_thin|template_boilerplate|local_doorway_variant|city_variant_similar|keyword_cannibalization|no_h1_in_body,محتوى هزيل جداً (209 كلمة) ؛ نفس الهيكل العناوين في 868 صفحة (hash a6b89d30b159) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `solar-water-heaters` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب),al-shamal,solar-water-heaters,solar,solar,1,0,7,0,a6b89d30b159,868,9,0.589,https://www.rukn-eltatawer.com/qa/home-plumber-elec-al-shamal/ ; https://www.rukn-eltatawer.com/qa/central-heater-installation-maintenance-al-shamal/ ; https://www.rukn-eltatawer.com/qa/drainage-pipe-maintenance-al-shamal/,2,0,0,1,,0,True,0,0,,,,,,0
11843,post,شركة تركيب جبس بورد في الظعاين,https://www.rukn-eltatawer.com/qa/gypsum-board-al-daayen/,gypsum-board-al-daayen,209,حرجة,critical_thin|template_boilerplate|local_doorway_variant|city_variant_similar|keyword_cannibalization|no_h1_in_body,محتوى هزيل جداً (209 كلمة) ؛ نفس الهيكل العناوين في 905 صفحة (hash cb24e6f8b3f9) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `gypsum-board` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب),al-daayen,gypsum-board,paint,leak,1,0,7,0,cb24e6f8b3f9,905,9,0.598,https://www.rukn-eltatawer.com/qa/electric-panel-maintenance-al-daayen/ ; https://www.rukn-eltatawer.com/qa/electrical-fault-detection-al-daayen/ ; https://www.rukn-eltatawer.com/qa/tank-water-chiller-al-daayen/,2,0,0,1,,0,True,0,1,,,,,,0
12563,post,شركة تركيب ورق حائط في الظعاين,https://www.rukn-eltatawer.com/qa/wallpaper-installation-al-daayen/,wallpaper-installation-al-daayen,209,حرجة,critical_thin|template_boilerplate|local_doorway_variant|city_variant_similar|keyword_cannibalization|no_h1_in_body,محتوى هزيل جداً (209 كلمة) ؛ نفس الهيكل العناوين في 905 صفحة (hash cb24e6f8b3f9) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `wallpaper-installation` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب),al-daayen,wallpaper-installation,paint,leak,1,0,7,0,cb24e6f8b3f9,905,9,0.598,https://www.rukn-eltatawer.com/qa/water-filters-al-daayen/ ; https://www.rukn-eltatawer.com/qa/interlock-al-daayen/ ; https://www.rukn-eltatawer.com/qa/glass-alumetal-al-daayen/,3,0,0,1,,0,True,0,0,,,,,,0
12191,post,شركة تخزين أثاث في الوكرة,https://www.rukn-eltatawer.com/qa/furniture-storage-al-wakrah/,furniture-storage-al-wakrah,209,حرجة,critical_thin|template_boilerplate|local_doorway_variant|keyword_cannibalization|no_h1_in_body,محتوى هزيل جداً (209 كلمة) ؛ نفس الهيكل العناوين في 868 صفحة (hash a6b89d30b159) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `furniture-storage` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب),al-wakrah,furniture-storage,move,move,1,0,7,0,a6b89d30b159,868,9,0.586,,,0,0,1,,0,True,0,0,,,,,,0
17309,post,شركة دهانات خارجية في لوسيل,https://www.rukn-eltatawer.com/qa/exterior-painting-lusail/,exterior-painting-lusail,210,حرجة,critical_thin|template_boilerplate|local_doorway_variant|keyword_cannibalization|no_h1_in_body,محتوى هزيل جداً (210 كلمة) ؛ نفس الهيكل العناوين في 868 صفحة (hash a6b89d30b159) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `exterior-painting` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب),lusail,exterior-painting,paint,leak,1,0,7,0,a6b89d30b159,868,9,0.585,,,0,0,1,,0,True,0,1,,,,,,0
10941,post,شركة صيانة كهرباء في الريان,https://www.rukn-eltatawer.com/qa/electrical-maintenance-al-rayyan/,electrical-maintenance-al-rayyan,210,حرجة,critical_thin|template_boilerplate|local_doorway_variant|city_variant_similar|keyword_cannibalization|no_h1_in_body,محتوى هزيل جداً (210 كلمة) ؛ نفس الهيكل العناوين في 868 صفحة (hash a6b89d30b159) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `electrical-maintenance` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب),al-rayyan,electrical-maintenance,electric,electric,1,0,7,0,a6b89d30b159,868,9,0.613,https://www.rukn-eltatawer.com/qa/sat-dish-tech-al-rayyan/ ; https://www.rukn-eltatawer.com/qa/24h-emergency-electrician-al-rayyan/ ; https://www.rukn-eltatawer.com/qa/new-electrical-wiring-al-rayyan/,1,0,0,1,,0,True,0,1,,,,,,0
11026,post,شركة صيانة الأجهزة الكهربائية في الظعاين,https://www.rukn-eltatawer.com/qa/appliance-maintenance-al-daayen/,appliance-maintenance-al-daayen,210,حرجة,critical_thin|template_boilerplate|local_doorway_variant|city_variant_similar|keyword_cannibalization|no_h1_in_body,محتوى هزيل جداً (210 كلمة) ؛ نفس الهيكل العناوين في 868 صفحة (hash a6b89d30b159) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `appliance-maintenance` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب),al-daayen,appliance-maintenance,electric,electric,1,0,7,0,a6b89d30b159,868,9,0.564,https://www.rukn-eltatawer.com/qa/stove-maintenance-al-daayen/ ; https://www.rukn-eltatawer.com/qa/marble-granite-al-daayen/ ; https://www.rukn-eltatawer.com/qa/pool-maintenance-al-daayen/,2,0,0,1,,0,True,0,1,,,,,,0
11067,post,شركة صيانة سخانات في الشحانية,https://www.rukn-eltatawer.com/qa/water-heater-maintenance-al-shahaniya/,water-heater-maintenance-al-shahaniya,210,حرجة,critical_thin|template_boilerplate|local_doorway_variant|city_variant_similar|keyword_cannibalization|no_h1_in_body,محتوى هزيل جداً (210 كلمة) ؛ نفس الهيكل العناوين في 868 صفحة (hash a6b89d30b159) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `water-heater-maintenance` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب),al-shahaniya,water-heater-maintenance,general,leak,1,0,7,0,a6b89d30b159,868,9,0.598,https://www.rukn-eltatawer.com/qa/water-pump-maintenance-al-shahaniya/ ; https://www.rukn-eltatawer.com/qa/water-heater-installation-al-shahaniya/,0,0,0,1,,0,True,0,1,,,,,,0
12566,post,شركة ديكورات جبس بورد في الريان,https://www.rukn-eltatawer.com/qa/gypsum-board-decor-al-rayyan/,gypsum-board-decor-al-rayyan,210,حرجة,critical_thin|template_boilerplate|local_doorway_variant|city_variant_similar|keyword_cannibalization|no_h1_in_body,محتوى هزيل جداً (210 كلمة) ؛ نفس الهيكل العناوين في 905 صفحة (hash cb24e6f8b3f9) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `gypsum-board-decor` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب),al-rayyan,gypsum-board-decor,paint,leak,1,0,7,0,cb24e6f8b3f9,905,9,0.61,https://www.rukn-eltatawer.com/qa/wood-doors-windows-painting-al-rayyan/ ; https://www.rukn-eltatawer.com/qa/decorative-wall-effects-al-rayyan/ ; https://www.rukn-eltatawer.com/qa/wall-fountain-al-rayyan/,1,0,0,1,,0,True,0,0,,,,,,0
12558,post,شركة تركيب ورق حائط في الريان,https://www.rukn-eltatawer.com/qa/wallpaper-installation-al-rayyan/,wallpaper-installation-al-rayyan,210,حرجة,critical_thin|template_boilerplate|local_doorway_variant|city_variant_similar|keyword_cannibalization|no_h1_in_body,محتوى هزيل جداً (210 كلمة) ؛ نفس الهيكل العناوين في 905 صفحة (hash cb24e6f8b3f9) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `wallpaper-installation` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب),al-rayyan,wallpaper-installation,paint,leak,1,0,7,0,cb24e6f8b3f9,905,9,0.61,https://www.rukn-eltatawer.com/qa/office-painting-al-rayyan/ ; https://www.rukn-eltatawer.com/qa/wallpaper-al-rayyan/ ; https://www.rukn-eltatawer.com/qa/gypsum-board-al-rayyan/,0,0,0,1,,0,True,0,0,,,,,,0
12422,post,فني تركيب دش في الريان,https://www.rukn-eltatawer.com/qa/sat-dish-tech-al-rayyan/,sat-dish-tech-al-rayyan,210,حرجة,critical_thin|template_boilerplate|local_doorway_variant|city_variant_similar|keyword_cannibalization|no_h1_in_body,محتوى هزيل جداً (210 كلمة) ؛ نفس الهيكل العناوين في 868 صفحة (hash a6b89d30b159) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `sat-dish-tech` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب),al-rayyan,sat-dish-tech,general,ac,1,0,7,0,a6b89d30b159,868,9,0.613,https://www.rukn-eltatawer.com/qa/electrical-maintenance-al-rayyan/ ; https://www.rukn-eltatawer.com/qa/24h-emergency-electrician-al-rayyan/ ; https://www.rukn-eltatawer.com/qa/new-electrical-wiring-al-rayyan/,1,0,0,1,,0,True,0,0,,,,,,0
12390,post,نجار أثاث في الريان,https://www.rukn-eltatawer.com/qa/carpenter-al-rayyan/,carpenter-al-rayyan,210,حرجة,critical_thin|template_boilerplate|local_doorway_variant|keyword_cannibalization|no_h1_in_body,محتوى هزيل جداً (210 كلمة) ؛ نفس الهيكل العناوين في 868 صفحة (hash a6b89d30b159) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `carpenter` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب),al-rayyan,carpenter,general,general,1,0,7,0,a6b89d30b159,868,9,0.583,https://www.rukn-eltatawer.com/qa/false-ceiling-al-rayyan/ ; https://www.rukn-eltatawer.com/qa/outdoor-kitchens-al-rayyan/,4,0,0,1,,0,True,0,0,,,,,,0
12206,post,شركة تركيب سخانات طاقة شمسية في الريان,https://www.rukn-eltatawer.com/qa/solar-water-heaters-al-rayyan/,solar-water-heaters-al-rayyan,210,حرجة,critical_thin|template_boilerplate|local_doorway_variant|city_variant_similar|keyword_cannibalization|no_h1_in_body,محتوى هزيل جداً (210 كلمة) ؛ نفس الهيكل العناوين في 868 صفحة (hash a6b89d30b159) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `solar-water-heaters` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب),al-rayyan,solar-water-heaters,solar,solar,1,0,7,0,a6b89d30b159,868,9,0.618,https://www.rukn-eltatawer.com/qa/roof-garden-design-al-rayyan/ ; https://www.rukn-eltatawer.com/qa/indoor-garden-design-al-rayyan/ ; https://www.rukn-eltatawer.com/qa/landscaping-al-rayyan/,3,0,0,1,,0,True,0,0,,,,,,0
11854,post,شركة تركيب ورق جدران في الريان,https://www.rukn-eltatawer.com/qa/wallpaper-al-rayyan/,wallpaper-al-rayyan,210,حرجة,critical_thin|template_boilerplate|local_doorway_variant|city_variant_similar|keyword_cannibalization|no_h1_in_body,محتوى هزيل جداً (210 كلمة) ؛ نفس الهيكل العناوين في 905 صفحة (hash cb24e6f8b3f9) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `wallpaper` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب),al-rayyan,wallpaper,paint,leak,1,0,7,0,cb24e6f8b3f9,905,9,0.61,https://www.rukn-eltatawer.com/qa/office-painting-al-rayyan/ ; https://www.rukn-eltatawer.com/qa/wallpaper-installation-al-rayyan/ ; https://www.rukn-eltatawer.com/qa/gypsum-board-al-rayyan/,0,0,0,1,,0,True,0,1,,,,,,0
11838,post,شركة تركيب جبس بورد في الريان,https://www.rukn-eltatawer.com/qa/gypsum-board-al-rayyan/,gypsum-board-al-rayyan,210,حرجة,critical_thin|template_boilerplate|local_doorway_variant|city_variant_similar|keyword_cannibalization|no_h1_in_body,محتوى هزيل جداً (210 كلمة) ؛ نفس الهيكل العناوين في 905 صفحة (hash cb24e6f8b3f9) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `gypsum-board` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب),al-rayyan,gypsum-board,paint,leak,1,0,7,0,cb24e6f8b3f9,905,9,0.61,https://www.rukn-eltatawer.com/qa/office-painting-al-rayyan/ ; https://www.rukn-eltatawer.com/qa/wallpaper-installation-al-rayyan/ ; https://www.rukn-eltatawer.com/qa/wallpaper-al-rayyan/,1,0,0,1,,0,True,0,1,,,,,,0
12042,post,شركة قص عشب طبيعي في الشمال,https://www.rukn-eltatawer.com/qa/natural-grass-cutting-al-shamal/,natural-grass-cutting-al-shamal,210,حرجة,critical_thin|template_boilerplate|local_doorway_variant|city_variant_similar|keyword_cannibalization|no_h1_in_body,محتوى هزيل جداً (210 كلمة) ؛ نفس الهيكل العناوين في 905 صفحة (hash cb24e6f8b3f9) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `natural-grass-cutting` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب),al-shamal,natural-grass-cutting,garden,garden,1,0,7,0,cb24e6f8b3f9,905,9,0.574,https://www.rukn-eltatawer.com/qa/pergola-installation-al-shamal/ ; https://www.rukn-eltatawer.com/qa/stone-pathway-al-shamal/ ; https://www.rukn-eltatawer.com/qa/home-electrician-elec-al-shamal/,0,0,0,1,,0,True,0,0,,,,,,0
12114,post,شركة تركيب عرائش خشبية في الشمال,https://www.rukn-eltatawer.com/qa/wooden-arbor-installation-al-shamal/,wooden-arbor-installation-al-shamal,210,حرجة,critical_thin|template_boilerplate|local_doorway_variant|keyword_cannibalization|no_h1_in_body,محتوى هزيل جداً (210 كلمة) ؛ نفس الهيكل العناوين في 905 صفحة (hash cb24e6f8b3f9) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `wooden-arbor-installation` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب),al-shamal,wooden-arbor-installation,general,garden,1,0,7,0,cb24e6f8b3f9,905,9,0.579,https://www.rukn-eltatawer.com/qa/window-ac-installation-al-shamal/ ; https://www.rukn-eltatawer.com/qa/furniture-packaging-al-shamal/ ; https://www.rukn-eltatawer.com/qa/oven-maintenance-al-shamal/,4,0,0,1,,0,True,0,0,,,,,,0
12122,post,شركة إنشاء ممرات حجرية في الشمال,https://www.rukn-eltatawer.com/qa/stone-pathway-al-shamal/,stone-pathway-al-shamal,210,حرجة,critical_thin|template_boilerplate|local_doorway_variant|city_variant_similar|keyword_cannibalization|no_h1_in_body,محتوى هزيل جداً (210 كلمة) ؛ نفس الهيكل العناوين في 905 صفحة (hash cb24e6f8b3f9) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `stone-pathway` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب),al-shamal,stone-pathway,general,garden,1,0,7,0,cb24e6f8b3f9,905,9,0.579,https://www.rukn-eltatawer.com/qa/natural-grass-cutting-al-shamal/ ; https://www.rukn-eltatawer.com/qa/pergola-installation-al-shamal/ ; https://www.rukn-eltatawer.com/qa/home-electrician-elec-al-shamal/,0,0,0,1,,0,True,0,0,,,,,,0
12188,post,شركة تركيب وفك الأثاث في الشحانية,https://www.rukn-eltatawer.com/qa/furniture-assembly-al-shahaniya/,furniture-assembly-al-shahaniya,210,حرجة,critical_thin|template_boilerplate|local_doorway_variant|keyword_cannibalization|no_h1_in_body,محتوى هزيل جداً (210 كلمة) ؛ نفس الهيكل العناوين في 868 صفحة (hash a6b89d30b159) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `furniture-assembly` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب),al-shahaniya,furniture-assembly,move,move,1,0,7,0,a6b89d30b159,868,9,0.588,https://www.rukn-eltatawer.com/qa/waterproofing-al-shahaniya/ ; https://www.rukn-eltatawer.com/qa/interlock-al-shahaniya/ ; https://www.rukn-eltatawer.com/qa/home-electrician-al-shahaniya/,4,0,0,1,,0,True,0,0,,,,,,0
12556,post,شركة دهان واجهات خارجية في الشحانية,https://www.rukn-eltatawer.com/qa/exterior-facade-painting-al-shahaniya/,exterior-facade-painting-al-shahaniya,210,حرجة,critical_thin|template_boilerplate|local_doorway_variant|city_variant_similar|keyword_cannibalization|no_h1_in_body,محتوى هزيل جداً (210 كلمة) ؛ نفس الهيكل العناوين في 868 صفحة (hash a6b89d30b159) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `exterior-facade-painting` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب),al-shahaniya,exterior-facade-painting,paint,leak,1,0,7,0,a6b89d30b159,868,9,0.588,https://www.rukn-eltatawer.com/qa/gypsum-board-decor-al-shahaniya/ ; https://www.rukn-eltatawer.com/qa/premium-paint-finishing-al-shahaniya/ ; https://www.rukn-eltatawer.com/qa/wood-doors-windows-painting-al-shahaniya/,0,0,0,1,,0,True,0,0,,,,,,0
12572,post,شركة ديكورات جبس بورد في الشحانية,https://www.rukn-eltatawer.com/qa/gypsum-board-decor-al-shahaniya/,gypsum-board-decor-al-shahaniya,210,حرجة,critical_thin|template_boilerplate|local_doorway_variant|city_variant_similar|keyword_cannibalization|no_h1_in_body,محتوى هزيل جداً (210 كلمة) ؛ نفس الهيكل العناوين في 868 صفحة (hash a6b89d30b159) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `gypsum-board-decor` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب),al-shahaniya,gypsum-board-decor,paint,leak,1,0,7,0,a6b89d30b159,868,9,0.593,https://www.rukn-eltatawer.com/qa/exterior-facade-painting-al-shahaniya/ ; https://www.rukn-eltatawer.com/qa/premium-paint-finishing-al-shahaniya/ ; https://www.rukn-eltatawer.com/qa/wood-doors-windows-painting-al-shahaniya/,0,0,0,1,,0,True,0,0,,,,,,0
11827,post,شركة تركيب رخام وجرانيت في الظعاين,https://www.rukn-eltatawer.com/qa/marble-granite-al-daayen/,marble-granite-al-daayen,210,حرجة,critical_thin|template_boilerplate|local_doorway_variant|city_variant_similar|keyword_cannibalization|no_h1_in_body,محتوى هزيل جداً (210 كلمة) ؛ نفس الهيكل العناوين في 868 صفحة (hash a6b89d30b159) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `marble-granite` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب),al-daayen,marble-granite,general,general,1,0,7,0,a6b89d30b159,868,9,0.569,https://www.rukn-eltatawer.com/qa/kitchen-installation-al-daayen/ ; https://www.rukn-eltatawer.com/qa/appliance-maintenance-al-daayen/ ; https://www.rukn-eltatawer.com/qa/stove-maintenance-al-daayen/,1,0,0,1,,0,True,0,1,,,,,,0
14605,page,خدمات ركن التطور في أم صلال والخيسة,https://www.rukn-eltatawer.com/qa/services-in-umm-salal-qatar/,services-in-umm-salal-qatar,210,حرجة,critical_thin|template_boilerplate|no_h1_in_body,محتوى هزيل جداً (210 كلمة) ؛ نفس الهيكل العناوين في 9 صفحة (hash cf87e50bf32a) ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب),,services-in-umm-salal,general,leak,0,0,7,0,cf87e50bf32a,9,1,0.656,,,0,0,17,,0,False,95,17,200,1,خدمات ركن التطور في أم صلال والخيسة,88,https://www.rukn-eltatawer.com/qa/services-in-umm-salal-qatar/,0
12383,post,كهربائي منازل في الوكرة,https://www.rukn-eltatawer.com/qa/home-electrician-al-wakrah/,home-electrician-al-wakrah,211,حرجة,critical_thin|template_boilerplate|local_doorway_variant|keyword_cannibalization|no_h1_in_body,محتوى هزيل جداً (211 كلمة) ؛ نفس الهيكل العناوين في 868 صفحة (hash a6b89d30b159) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `home-electrician` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب),al-wakrah,home-electrician,electric,ac,1,0,7,0,a6b89d30b159,868,9,0.59,https://www.rukn-eltatawer.com/qa/ac-periodic-maintenance-contracts-al-wakrah/ ; https://www.rukn-eltatawer.com/qa/ac-freon-refill-al-wakrah/ ; https://www.rukn-eltatawer.com/qa/split-ac-maintenance-al-wakrah/,4,0,0,1,,0,True,0,0,,,,,,0
12443,post,فني تركيب وصيانة تكييف في الظعاين,https://www.rukn-eltatawer.com/qa/ac-tech-al-daayen/,ac-tech-al-daayen,211,حرجة,critical_thin|template_boilerplate|local_doorway_variant|keyword_cannibalization|no_h1_in_body,محتوى هزيل جداً (211 كلمة) ؛ نفس الهيكل العناوين في 868 صفحة (hash a6b89d30b159) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `ac-tech` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب),al-daayen,ac-tech,ac,ac,1,0,7,0,a6b89d30b159,868,9,0.605,,,0,0,2,,0,True,0,0,,,,,,0
12743,post,شركة صيانة مضخات مياه في الوكرة,https://www.rukn-eltatawer.com/qa/water-pump-maintenance-al-wakrah/,water-pump-maintenance-al-wakrah,211,حرجة,critical_thin|template_boilerplate|local_doorway_variant|city_variant_similar|keyword_cannibalization|no_h1_in_body,محتوى هزيل جداً (211 كلمة) ؛ نفس الهيكل العناوين في 868 صفحة (hash a6b89d30b159) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `water-pump-maintenance` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب),al-wakrah,water-pump-maintenance,general,leak,1,0,7,0,a6b89d30b159,868,9,0.6,https://www.rukn-eltatawer.com/qa/water-pumps-al-wakrah/ ; https://www.rukn-eltatawer.com/qa/water-heater-installation-al-wakrah/ ; https://www.rukn-eltatawer.com/qa/sanitary-fixtures-installation-al-wakrah/,2,0,0,1,,0,True,0,0,,,,,,0
